year	ID_count	treatment_lars	colony	measurement_day	treatment_yearspecific	eggs	larva	pupae	adults
1	338	1	8	13	1	47	0	0	0
1	339	1	9	13	1	43	0	0	0
1	340	1	10	13	1	48	0	0	0
1	341	2	11	13	2	62	0	0	0
1	342	2	12	13	2	63	0	0	0
1	343	2	13	13	2	46	0	0	0
1	344	2	14	13	2	43	0	0	0
1	345	2	15	13	2	44	0	0	0
1	346	2	16	13	2	60	0	0	0
1	347	2	17	13	2	53	0	0	0
1	348	2	18	13	2	88	0	0	0
1	349	2	19	13	2	57	0	0	0
1	350	2	20	13	2	70	0	0	0
1	351	3	21	13	3	49	0	0	0
1	352	3	22	13	3	0	0	0	0
1	353	3	23	13	3	65	0	0	0
1	354	3	24	13	3	56	0	0	0
1	355	3	25	13	3	52	0	0	0
1	356	3	26	13	3	54	0	0	0
1	357	3	27	13	3	53	0	0	0
1	358	3	28	13	3	55	0	0	0
1	359	3	29	13	3	44	0	0	0
1	360	3	30	13	3	51	0	0	0
1	361	1	1	14	1	58	0	0	0
1	362	1	2	14	1	64	0	0	0
1	363	1	3	14	1	52	0	0	0
1	364	1	4	14	1	65	0	0	0
1	365	1	5	14	1	NA	NA	0	NA
1	366	1	6	14	1	70	0	0	0
1	367	1	7	14	1	62	0	0	0
1	368	1	8	14	1	58	0	0	0
1	369	1	9	14	1	45	0	0	0
1	370	1	10	14	1	59	0	0	0
1	371	2	11	14	2	64	0	0	0
1	372	2	12	14	2	65	0	0	0
1	373	2	13	14	2	46	0	0	0
1	374	2	14	14	2	50	0	0	0
1	375	2	15	14	2	44	0	0	0
1	376	2	16	14	2	62	0	0	0
1	377	2	17	14	2	58	0	0	0
1	378	2	18	14	2	90	0	0	0
1	379	2	19	14	2	60	0	0	0
1	380	2	20	14	2	74	0	0	0
1	381	3	21	14	3	53	0	0	0
1	382	3	22	14	3	0	0	0	0
1	383	3	23	14	3	73	0	0	0
1	384	3	24	14	3	57	0	0	0
1	385	3	25	14	3	64	0	0	0
1	386	3	26	14	3	55	0	0	0
1	387	3	27	14	3	53	0	0	0
1	388	3	28	14	3	63	0	0	0
1	389	3	29	14	3	50	0	0	0
1	390	3	30	14	3	51	0	0	0
1	391	1	1	15	1	67	0	0	0
1	392	1	2	15	1	67	0	0	0
1	393	1	3	15	1	64	0	0	0
1	394	1	4	15	1	71	0	0	0
1	395	1	5	15	1	NA	NA	0	NA
1	396	1	6	15	1	72	0	0	0
1	397	1	7	15	1	70	0	0	0
1	398	1	8	15	1	69	0	0	0
1	399	1	9	15	1	45	0	0	0
1	400	1	10	15	1	71	0	0	0
1	401	2	11	15	2	75	0	0	0
1	402	2	12	15	2	74	0	0	0
1	403	2	13	15	2	55	0	0	0
1	404	2	14	15	2	52	0	0	0
1	405	2	15	15	2	48	0	0	0
1	406	2	16	15	2	76	0	0	0
1	407	2	17	15	2	63	0	0	0
1	408	2	18	15	2	97	0	0	0
1	409	2	19	15	2	69	0	0	0
1	410	2	20	15	2	77	0	0	0
1	411	3	21	15	3	66	0	0	0
1	412	3	22	15	3	NA	NA	0	NA
1	413	3	23	15	3	74	0	0	0
1	414	3	24	15	3	62	0	0	0
1	415	3	25	15	3	70	0	0	0
1	416	3	26	15	3	63	0	0	0
1	417	3	27	15	3	62	0	0	0
1	418	3	28	15	3	65	0	0	0
1	419	3	29	15	3	64	0	0	0
1	420	3	30	15	3	55	0	0	0
1	421	1	1	18	1	70	4	0	0
1	422	1	2	18	1	69	0	0	0
1	423	1	3	18	1	66	0	0	0
1	424	1	4	18	1	79	0	0	0
1	425	1	5	18	1	NA	NA	0	NA
1	426	1	6	18	1	80	0	0	0
1	427	1	7	18	1	74	0	0	0
1	428	1	8	18	1	74	0	0	0
1	429	1	9	18	1	63	0	0	0
1	430	1	10	18	1	103	0	0	0
1	431	2	11	18	2	99	4	0	0
1	432	2	12	18	2	94	0	0	0
1	433	2	13	18	2	62	5	0	0
1	434	2	14	18	2	69	0	0	0
1	435	2	15	18	2	54	0	0	0
1	436	2	16	18	2	75	2	0	0
1	437	2	17	18	2	102	1	0	0
1	438	2	18	18	2	105	0	0	0
1	439	2	19	18	2	73	0	0	0
1	440	2	20	18	2	82	0	0	0
1	441	3	21	18	3	71	0	0	0
1	442	3	22	18	3	NA	NA	0	NA
1	443	3	23	18	3	86	1	0	0
1	444	3	24	18	3	64	0	0	0
1	445	3	25	18	3	76	0	0	0
1	446	3	26	18	3	65	0	0	0
1	447	3	27	18	3	66	0	0	0
1	448	3	28	18	3	73	2	0	0
1	449	3	29	18	3	83	0	0	0
1	450	3	30	18	3	62	0	0	0
1	451	1	1	19	1	72	5	0	0
1	452	1	2	19	1	71	0	0	0
1	453	1	3	19	1	75	0	0	0
1	454	1	4	19	1	75	4	0	0
1	455	1	5	19	1	NA	NA	0	NA
1	456	1	6	19	1	97	1	0	0
1	457	1	7	19	1	94	0	0	0
1	458	1	8	19	1	75	0	0	0
1	459	1	9	19	1	70	0	0	0
1	460	1	10	19	1	94	0	0	0
1	461	2	11	19	2	102	4	0	0
1	462	2	12	19	2	97	0	0	0
1	463	2	13	19	2	56	10	0	0
1	464	2	14	19	2	86	0	0	0
1	465	2	15	19	2	64	0	0	0
1	466	2	16	19	2	82	2	0	0
1	467	2	17	19	2	93	2	0	0
1	468	2	18	19	2	105	0	0	0
1	469	2	19	19	2	85	0	0	0
1	470	2	20	19	2	81	3	0	0
1	471	3	21	19	3	70	4	0	0
1	472	3	22	19	3	NA	NA	0	NA
1	473	3	23	19	3	94	1	0	0
1	474	3	24	19	3	69	0	0	0
1	475	3	25	19	3	77	3	0	0
1	476	3	26	19	3	63	1	0	0
1	477	3	27	19	3	70	0	0	0
1	478	3	28	19	3	76	6	0	0
1	479	3	29	19	3	83	0	0	0
1	480	3	30	19	3	62	0	0	0
1	481	1	1	20	1	78	17	0	0
1	482	1	2	20	1	72	1	0	0
1	483	1	3	20	1	79	1	0	0
1	484	1	4	20	1	80	5	0	0
1	485	1	5	20	1	NA	NA	0	NA
1	486	1	6	20	1	88	11	0	0
1	487	1	7	20	1	87	7	0	0
1	488	1	8	20	1	78	3	0	0
1	489	1	9	20	1	72	2	0	0
1	490	1	10	20	1	90	5	0	0
1	491	2	11	20	2	108	13	0	0
1	492	2	12	20	2	87	10	0	0
1	493	2	13	20	2	49	18	0	0
1	494	2	14	20	2	83	4	0	0
1	495	2	15	20	2	67	2	0	0
1	496	2	16	20	2	80	3	0	0
1	497	2	17	20	2	86	7	0	0
1	498	2	18	20	2	110	2	0	0
1	499	2	19	20	2	75	0	0	0
1	500	2	20	20	2	86	7	0	0
1	501	3	21	20	3	72	8	0	0
1	502	3	22	20	3	NA	NA	0	NA
1	503	3	23	20	3	105	18	0	0
1	504	3	24	20	3	89	0	0	0
1	505	3	25	20	3	74	7	0	0
1	506	3	26	20	3	71	2	0	0
1	507	3	27	20	3	85	4	0	0
1	508	3	28	20	3	83	9	0	0
1	509	3	29	20	3	95	0	0	0
1	510	3	30	20	3	65	7	0	0
1	511	1	1	22	1	85	17	0	0
1	512	1	2	22	1	68	8	0	0
1	513	1	3	22	1	67	14	0	0
1	514	1	4	22	1	75	11	0	0
1	515	1	5	22	1	NA	NA	0	NA
1	516	1	6	22	1	84	15	0	0
1	517	1	7	22	1	77	18	0	0
1	518	1	8	22	1	70	14	0	0
1	519	1	9	22	1	68	12	0	0
1	520	1	10	22	1	87	17	0	0
1	521	2	11	22	2	85	13	0	0
1	522	2	12	22	2	69	23	0	0
1	523	2	13	22	2	45	22	0	0
1	524	2	14	22	2	85	7	0	0
1	525	2	15	22	2	74	13	0	0
1	526	2	16	22	2	77	8	0	0
1	527	2	17	22	2	74	15	0	0
1	528	2	18	22	2	106	13	0	0
1	529	2	19	22	2	83	9	0	0
1	530	2	20	22	2	84	20	0	0
1	531	3	21	22	3	71	16	0	0
1	532	3	22	22	3	NA	NA	0	NA
1	533	3	23	22	3	108	18	0	0
1	534	3	24	22	3	110	7	0	0
1	535	3	25	22	3	80	17	0	0
1	536	3	26	22	3	83	7	0	0
1	537	3	27	22	3	76	15	0	0
1	538	3	28	22	3	73	16	0	0
1	539	3	29	22	3	85	0	0	0
1	540	3	30	22	3	54	23	0	0
1	541	1	1	23	1	68	17	0	0
1	542	1	2	23	1	66	10	0	0
1	543	1	3	23	1	63	14	0	0
1	544	1	4	23	1	70	16	0	0
1	545	1	5	23	1	NA	NA	0	NA
1	546	1	6	23	1	79	18	0	0
1	547	1	7	23	1	79	22	0	0
1	548	1	8	23	1	62	27	0	0
1	549	1	9	23	1	71	15	0	0
1	550	1	10	23	1	61	23	0	0
1	551	2	11	23	2	85	15	0	0
1	552	2	12	23	2	51	23	0	0
1	553	2	13	23	2	42	26	0	0
1	554	2	14	23	2	88	13	0	0
1	555	2	15	23	2	69	16	0	0
1	556	2	16	23	2	72	10	0	0
1	557	2	17	23	2	68	18	0	0
1	558	2	18	23	2	112	16	0	0
1	559	2	19	23	2	82	9	0	0
1	560	2	20	23	2	84	25	0	0
1	561	3	21	23	3	69	18	0	0
1	562	3	22	23	3	NA	NA	0	NA
1	563	3	23	23	3	95	26	0	0
1	564	3	24	23	3	97	11	0	0
1	565	3	25	23	3	75	20	0	0
1	566	3	26	23	3	78	10	0	0
1	567	3	27	23	3	82	23	0	0
1	568	3	28	23	3	68	16	0	0
1	569	3	29	23	3	85	0	0	0
1	570	3	30	23	3	52	25	0	0
1	571	1	1	24	1	60	17	0	0
1	572	1	2	24	1	61	10	0	0
1	573	1	3	24	1	65	17	0	0
1	574	1	4	24	1	60	17	0	0
1	575	1	5	24	1	NA	NA	0	NA
1	576	1	6	24	1	72	18	0	0
1	577	1	7	24	1	85	22	0	0
1	578	1	8	24	1	67	27	0	0
1	579	1	9	24	1	65	21	0	0
1	580	1	10	24	1	61	23	0	0
1	581	2	11	24	2	74	17	0	0
1	582	2	12	24	2	31	29	0	0
1	583	2	13	24	2	48	27	0	0
1	584	2	14	24	2	98	16	0	0
1	585	2	15	24	2	77	18	0	0
1	586	2	16	24	2	75	14	0	0
1	587	2	17	24	2	71	18	0	0
1	588	2	18	24	2	107	16	0	0
1	589	2	19	24	2	92	15	0	0
1	590	2	20	24	2	79	28	0	0
1	591	3	21	24	3	69	18	0	0
1	592	3	22	24	3	NA	NA	0	NA
1	593	3	23	24	3	92	27	0	0
1	594	3	24	24	3	95	15	0	0
1	595	3	25	24	3	74	20	0	0
1	596	3	26	24	3	77	10	0	0
1	597	3	27	24	3	82	23	0	0
1	598	3	28	24	3	64	19	0	0
1	599	3	29	24	3	85	0	0	0
1	600	3	30	24	3	52	25	0	0
1	601	1	1	25	1	58	17	2	0
1	602	1	2	25	1	63	10	0	0
1	603	1	3	25	1	61	20	0	0
1	604	1	4	25	1	60	17	0	0
1	605	1	5	25	1	NA	NA	0	NA
1	606	1	6	25	1	68	18	0	0
1	607	1	7	25	1	78	22	0	0
1	608	1	8	25	1	67	27	0	0
1	609	1	9	25	1	65	21	0	0
1	610	1	10	25	1	61	23	0	0
1	611	2	11	25	2	70	18	3	0
1	612	2	12	25	2	24	29	0	0
1	613	2	13	25	2	43	26	1	0
1	614	2	14	25	2	97	16	0	0
1	615	2	15	25	2	66	21	0	0
1	616	2	16	25	2	65	13	1	0
1	617	2	17	25	2	60	17	1	0
1	618	2	18	25	2	112	19	0	0
1	619	2	19	25	2	74	19	0	0
1	620	2	20	25	2	63	28	0	0
1	621	3	21	25	3	58	24	0	0
1	622	3	22	25	3	NA	NA	0	NA
1	623	3	23	25	3	84	27	0	0
1	624	3	24	25	3	95	15	0	0
1	625	3	25	25	3	56	22	0	0
1	626	3	26	25	3	57	12	0	0
1	627	3	27	25	3	72	23	0	0
1	628	3	28	25	3	51	21	0	0
1	629	3	29	25	3	85	0	0	0
1	630	3	30	25	3	52	25	0	0
1	631	1	1	26	1	42	21	2	0
1	632	1	2	26	1	57	10	0	0
1	633	1	3	26	1	48	20	0	0
1	634	1	4	26	1	52	21	0	0
1	635	1	5	26	1	NA	NA	0	NA
1	636	1	6	26	1	49	19	1	0
1	637	1	7	26	1	62	22	0	0
1	638	1	8	26	1	57	27	0	0
1	639	1	9	26	1	58	21	0	0
1	640	1	10	26	1	45	27	0	0
1	641	2	11	26	2	68	18	3	0
1	642	2	12	26	2	23	29	1	0
1	643	2	13	26	2	43	26	1	0
1	644	2	14	26	2	87	16	0	0
1	645	2	15	26	2	46	21	0	0
1	646	2	16	26	2	52	12	2	0
1	647	2	17	26	2	53	20	1	0
1	648	2	18	26	2	112	19	0	0
1	649	2	19	26	2	58	19	0	0
1	650	2	20	26	2	56	28	0	0
1	651	3	21	26	3	51	23	1	0
1	652	3	22	26	3	NA	NA	0	NA
1	653	3	23	26	3	78	27	0	0
1	654	3	24	26	3	84	16	0	0
1	655	3	25	26	3	47	23	0	0
1	656	3	26	26	3	52	17	0	0
1	657	3	27	26	3	58	25	0	0
1	658	3	28	26	3	45	23	3	0
1	659	3	29	26	3	85	0	0	0
1	660	3	30	26	3	36	28	1	0
1	661	1	1	27	1	37	22	2	0
1	662	1	2	27	1	41	10	0	0
1	663	1	3	27	1	33	20	0	0
1	664	1	4	27	1	35	20	1	0
1	665	1	5	27	1	NA	NA	0	NA
1	666	1	6	27	1	32	18	3	0
1	667	1	7	27	1	58	26	0	0
1	668	1	8	27	1	44	30	0	0
1	669	1	9	27	1	45	22	0	0
1	670	1	10	27	1	34	30	0	0
1	671	2	11	27	2	47	23	3	0
1	672	2	12	27	2	17	29	1	0
1	673	2	13	27	2	43	23	4	0
1	674	2	14	27	2	74	17	0	0
1	675	2	15	27	2	32	21	0	0
1	676	2	16	27	2	49	17	2	0
1	677	2	17	27	2	48	21	1	0
1	678	2	18	27	2	108	23	0	0
1	679	2	19	27	2	42	19	0	0
1	680	2	20	27	2	51	28	0	0
1	681	3	21	27	3	49	21	3	0
1	682	3	22	27	3	NA	NA	0	NA
1	683	3	23	27	3	63	27	0	0
1	684	3	24	27	3	67	19	0	0
1	685	3	25	27	3	39	20	3	0
1	686	3	26	27	3	51	17	1	0
1	687	3	27	27	3	44	27	0	0
1	688	3	28	27	3	37	21	5	0
1	689	3	29	27	3	85	0	0	0
1	690	3	30	27	3	24	25	4	0
